Year,Prop Number,Title,Prop Desc,Opposing $,Supporting $,No Percentage,Yes Percentage,Pass?,opposing_usd,supporting_usd,total_usd,passed,combined_text,prop_id,main_category,topic_type
1984,34,Property Taxation. Historic Structure Exclusion,"PROPERTY TAXATION. HISTORIC STRUCTURE EXCLUSION. LEGISLATIVE CONSTITUTIONAL AMENDMENT. Under present Constitution provisions, real property is reassessed for taxation purposes when new construction occurs. Exceptions are made for reconstruction after a disaster and for certain solar energy and seismic safety construction. This measure adds additional exceptions for specified construction on certified historic structures that are dwellings occupied by an owner as a principal residence. The exclusion applies to any addition to, or alteration or rehabilitation of, a certified historic structure which is a historically accurate reconstruction of once extant features, necessary for safety or handicapped access, or required by safety codes. Summary of Legislative Analyst's estimate of net state and local government fiscal impact: Loss of property tax revenues to local governments estimated to be less than $100,000 annually. Increase in state government expenditures of about 32% of this amount to compensate local school districts for their share of property tax revenue losses.",,,52.58,47.42,0.0,,,,0,"property taxation. historic structure exclusion property taxation. historic structure exclusion. legislative constitutional amendment. under present constitution provisions, real property is reassessed for taxation purposes when new construction occurs. exceptions are made for reconstruction after a disaster and for certain solar energy and seismic safety construction. this measure adds additional exceptions for specified construction on certified historic structures that are dwellings occupied by an owner as a principal residence. the exclusion applies to any addition to, or alteration or rehabilitation of, a certified historic structure which is a historically accurate reconstruction of once extant features, necessary for safety or handicapped access, or required by safety codes. summary of legislative analyst's estimate of net state and local government fiscal impact: loss of property tax revenues to local governments estimated to be less than $100,000 annually. increase in state government expenditures of about 32% of this amount to compensate local school districts for their share of property tax revenue losses.",1984_Prop_34,Governance,Education
1984,36,Taxation.,"TAXATION. INITIATIVE CONSTITUTIONAL AMENDMENT. Amends Article XIII A, enacted as Proposition 13 in 1978, adding restrictions on real property taxation, enactment of new tax measures, and charging fees. Prohibits imposition of new taxes based upon real property ownership, sale, or lease. Prohibits increasing other taxes except upon two-thirds vote of Legislature for state taxes, and two-thirds vote of electorate for local governmental taxes. Restricts imposition of fees exceeding direct costs of services provided. Provides specified refunds including taxes attributable to assessed value inflation adjustments in assessment years 1976-1977 through 1978-79. Makes other changes. Operative date for specified provisions--August 15, 1983. Summary of Legislative Analyst's estimate of net state and local government fiscal impact: (1) state government revenues reduced by at least $100 million, net over two-year period 1984-85 to 1985-86, and by about $150 million annually in subsequent years, to replace revenue losses experienced by K-12 school districts; (3) local agencies other than schools identifiable property tax and other revenue losses of approximately $2.8 billion, net, over two-year period 1984-85 to 1985-86, and revenue losses of about $1.1 billion annually in subsequent years.",,,54.75,45.25,0.0,,,,0,"taxation. taxation. initiative constitutional amendment. amends article xiii a, enacted as proposition 13 in 1978, adding restrictions on real property taxation, enactment of new tax measures, and charging fees. prohibits imposition of new taxes based upon real property ownership, sale, or lease. prohibits increasing other taxes except upon two-thirds vote of legislature for state taxes, and two-thirds vote of electorate for local governmental taxes. restricts imposition of fees exceeding direct costs of services provided. provides specified refunds including taxes attributable to assessed value inflation adjustments in assessment years 1976-1977 through 1978-79. makes other changes. operative date for specified provisions--august 15, 1983. summary of legislative analyst's estimate of net state and local government fiscal impact: (1) state government revenues reduced by at least $100 million, net over two-year period 1984-85 to 1985-86, and by about $150 million annually in subsequent years, to replace revenue losses experienced by k-12 school districts; (3) local agencies other than schools identifiable property tax and other revenue losses of approximately $2.8 billion, net, over two-year period 1984-85 to 1985-86, and revenue losses of about $1.1 billion annually in subsequent years.",1984_Prop_36,Education,Education
1984,36,Taxation.,"TAXATION. INITIATIVE CONSTITUTIONAL AMENDMENT. Amends Article XIII A, enacted as Proposition 13 in 1978, adding restrictions on real property taxation, enactment of new tax measures, and charging fees. Prohibits imposition of new taxes based upon real property ownership, sale, or lease. Prohibits increasing other taxes except upon two-thirds vote of Legislature for state taxes, and two-thirds vote of electorate for local governmental taxes. Restricts imposition of fees exceeding direct costs of services provided. Provides specified refunds including taxes attributable to assessed value inflation adjustments in assessment years 1976-1977 through 1978-79. Makes other changes. Operative date for specified provisions--August 15, 1983. Summary of Legislative Analyst's estimate of net state and local government fiscal impact: (1) state government revenues reduced by at least $100 million, net over two-year period 1984-85 to 1985-86, and by about $150 million annually in subsequent years, to replace revenue losses experienced by K-12 school districts; (3) local agencies other than schools identifiable property tax and other revenue losses of approximately $2.8 billion, net, over two-year period 1984-85 to 1985-86, and revenue losses of about $1.1 billion annually in subsequent years.",,,54.75,45.25,0.0,,,,0,"taxation. taxation. initiative constitutional amendment. amends article xiii a, enacted as proposition 13 in 1978, adding restrictions on real property taxation, enactment of new tax measures, and charging fees. prohibits imposition of new taxes based upon real property ownership, sale, or lease. prohibits increasing other taxes except upon two-thirds vote of legislature for state taxes, and two-thirds vote of electorate for local governmental taxes. restricts imposition of fees exceeding direct costs of services provided. provides specified refunds including taxes attributable to assessed value inflation adjustments in assessment years 1976-1977 through 1978-79. makes other changes. operative date for specified provisions--august 15, 1983. summary of legislative analyst's estimate of net state and local government fiscal impact: (1) state government revenues reduced by at least $100 million, net over two-year period 1984-85 to 1985-86, and by about $150 million annually in subsequent years, to replace revenue losses experienced by k-12 school districts; (3) local agencies other than schools identifiable property tax and other revenue losses of approximately $2.8 billion, net, over two-year period 1984-85 to 1985-86, and revenue losses of about $1.1 billion annually in subsequent years.",1984_Prop_36,Taxes,Property
1984,36,Taxation.,"TAXATION. INITIATIVE CONSTITUTIONAL AMENDMENT. Amends Article XIII A, enacted as Proposition 13 in 1978, adding restrictions on real property taxation, enactment of new tax measures, and charging fees. Prohibits imposition of new taxes based upon real property ownership, sale, or lease. Prohibits increasing other taxes except upon two-thirds vote of Legislature for state taxes, and two-thirds vote of electorate for local governmental taxes. Restricts imposition of fees exceeding direct costs of services provided. Provides specified refunds including taxes attributable to assessed value inflation adjustments in assessment years 1976-1977 through 1978-79. Makes other changes. Operative date for specified provisions--August 15, 1983. Summary of Legislative Analyst's estimate of net state and local government fiscal impact: (1) state government revenues reduced by at least $100 million, net over two-year period 1984-85 to 1985-86, and by about $150 million annually in subsequent years, to replace revenue losses experienced by K-12 school districts; (3) local agencies other than schools identifiable property tax and other revenue losses of approximately $2.8 billion, net, over two-year period 1984-85 to 1985-86, and revenue losses of about $1.1 billion annually in subsequent years.",,,54.75,45.25,0.0,,,,0,"taxation. taxation. initiative constitutional amendment. amends article xiii a, enacted as proposition 13 in 1978, adding restrictions on real property taxation, enactment of new tax measures, and charging fees. prohibits imposition of new taxes based upon real property ownership, sale, or lease. prohibits increasing other taxes except upon two-thirds vote of legislature for state taxes, and two-thirds vote of electorate for local governmental taxes. restricts imposition of fees exceeding direct costs of services provided. provides specified refunds including taxes attributable to assessed value inflation adjustments in assessment years 1976-1977 through 1978-79. makes other changes. operative date for specified provisions--august 15, 1983. summary of legislative analyst's estimate of net state and local government fiscal impact: (1) state government revenues reduced by at least $100 million, net over two-year period 1984-85 to 1985-86, and by about $150 million annually in subsequent years, to replace revenue losses experienced by k-12 school districts; (3) local agencies other than schools identifiable property tax and other revenue losses of approximately $2.8 billion, net, over two-year period 1984-85 to 1985-86, and revenue losses of about $1.1 billion annually in subsequent years.",1984_Prop_36,Governance,Education
1984,37,State Lottery. ,"STATE LOTTERY. INITIATIVE CONSTITUTIONAL AMENDMENT AND STATUTE. Amends Constitution to authorize establishment of a state lottery and to prohibit casinos. Adds statutes providing for establishment of a state-operated lottery. Of the total lottery revenues, requires that 50% bet returned as prizes, not more than 16% be used for expenses, and at least 34% be used for public education. Requires that equal per capita amounts of the funds for education be distributed to kindgergarten-through-12 districts, community college districts, State University and Colleges and University of California. Contains numerous specific provisions concerning the operation and administration of lotteries and funds. Summary of Legislative Analyst's estimate of net state and local government fiscal impact: The effect of this measure on state revenues cannot be predicted with certainty. Once full range of games is operational, estimated yield would be about $500 million annually for public education. Yield for first two years would be less. Estimated 80% of yield would go to K-12 schools, 13% to community colleges, 5% to California State University, and 2% to University of California.",,,42.1,57.9,1.0,,,,1,"state lottery.  state lottery. initiative constitutional amendment and statute. amends constitution to authorize establishment of a state lottery and to prohibit casinos. adds statutes providing for establishment of a state-operated lottery. of the total lottery revenues, requires that 50% bet returned as prizes, not more than 16% be used for expenses, and at least 34% be used for public education. requires that equal per capita amounts of the funds for education be distributed to kindgergarten-through-12 districts, community college districts, state university and colleges and university of california. contains numerous specific provisions concerning the operation and administration of lotteries and funds. summary of legislative analyst's estimate of net state and local government fiscal impact: the effect of this measure on state revenues cannot be predicted with certainty. once full range of games is operational, estimated yield would be about $500 million annually for public education. yield for first two years would be less. estimated 80% of yield would go to k-12 schools, 13% to community colleges, 5% to california state university, and 2% to university of california.",1984_Prop_37,Education,Education
1984,37,State Lottery. ,"STATE LOTTERY. INITIATIVE CONSTITUTIONAL AMENDMENT AND STATUTE. Amends Constitution to authorize establishment of a state lottery and to prohibit casinos. Adds statutes providing for establishment of a state-operated lottery. Of the total lottery revenues, requires that 50% bet returned as prizes, not more than 16% be used for expenses, and at least 34% be used for public education. Requires that equal per capita amounts of the funds for education be distributed to kindgergarten-through-12 districts, community college districts, State University and Colleges and University of California. Contains numerous specific provisions concerning the operation and administration of lotteries and funds. Summary of Legislative Analyst's estimate of net state and local government fiscal impact: The effect of this measure on state revenues cannot be predicted with certainty. Once full range of games is operational, estimated yield would be about $500 million annually for public education. Yield for first two years would be less. Estimated 80% of yield would go to K-12 schools, 13% to community colleges, 5% to California State University, and 2% to University of California.",,,42.1,57.9,1.0,,,,1,"state lottery.  state lottery. initiative constitutional amendment and statute. amends constitution to authorize establishment of a state lottery and to prohibit casinos. adds statutes providing for establishment of a state-operated lottery. of the total lottery revenues, requires that 50% bet returned as prizes, not more than 16% be used for expenses, and at least 34% be used for public education. requires that equal per capita amounts of the funds for education be distributed to kindgergarten-through-12 districts, community college districts, state university and colleges and university of california. contains numerous specific provisions concerning the operation and administration of lotteries and funds. summary of legislative analyst's estimate of net state and local government fiscal impact: the effect of this measure on state revenues cannot be predicted with certainty. once full range of games is operational, estimated yield would be about $500 million annually for public education. yield for first two years would be less. estimated 80% of yield would go to k-12 schools, 13% to community colleges, 5% to california state university, and 2% to university of california.",1984_Prop_37,Governance,Education
1984,38,Voting Materials in English Only. Initiative Statute.,"States declaration of public policy concerning use of common English language. Adds a new statute requiring the Governor to write to the President of the United States, the United States Attorney General, and all members of Congress, a communication urging that federal law be amended so that ballots, voters' pamphlets, and all other official voting materials shall be printed in English only.",,,29.28,70.72,1.0,,,,1,"voting materials in english only. initiative statute. states declaration of public policy concerning use of common english language. adds a new statute requiring the governor to write to the president of the united states, the united states attorney general, and all members of congress, a communication urging that federal law be amended so that ballots, voters' pamphlets, and all other official voting materials shall be printed in english only.",1984_Prop_38,Governance,Voting
1984,39,Reapportionment. Initiative constitutional amendment and statute.,"Repeals existing constitutional and statutory provisions. Adds provisions specifying criteria and procedures to reapportion Senate, Assembly, congressional, and equalization districts for 1986 elections and after each decennial census. Establishes new commission to adopt plans. Commission composed of eight former appellate court justices, who haven't previously been representatives from districts reapportioned and meet other criteria, and certain nonvoting members. Voting members selected by lot equally from two lists comprised of justices appointed by governors representing political parties with largest (list 1) and second largest (list 2) registered voters. Plans subject to referendum, Supreme Court review. Summary of Legislative Analyst's estimate of net state and local government fiscal impact: Commission costs of up to $3.5 million for reapportionment for 1986 election. Costs of $10,000 to $20,000 each to relocate an unknown number of district legislative offices. One-time county costs of approximately $500,000 for new maps and election materials. Savings for certain counties on printing costs of about $300,000 in 1986 and $200,000 every two years thereafter. Reapportionments after 1990 census, and following, will probably cost less than under existing law due to expenditure limit in measure.",,,55.18,44.82,0.0,,,,0,"reapportionment. initiative constitutional amendment and statute. repeals existing constitutional and statutory provisions. adds provisions specifying criteria and procedures to reapportion senate, assembly, congressional, and equalization districts for 1986 elections and after each decennial census. establishes new commission to adopt plans. commission composed of eight former appellate court justices, who haven't previously been representatives from districts reapportioned and meet other criteria, and certain nonvoting members. voting members selected by lot equally from two lists comprised of justices appointed by governors representing political parties with largest (list 1) and second largest (list 2) registered voters. plans subject to referendum, supreme court review. summary of legislative analyst's estimate of net state and local government fiscal impact: commission costs of up to $3.5 million for reapportionment for 1986 election. costs of $10,000 to $20,000 each to relocate an unknown number of district legislative offices. one-time county costs of approximately $500,000 for new maps and election materials. savings for certain counties on printing costs of about $300,000 in 1986 and $200,000 every two years thereafter. reapportionments after 1990 census, and following, will probably cost less than under existing law due to expenditure limit in measure.",1984_Prop_39,Governance,Voting
1984,40,Campaign Contribution Limitations. Elective State Offices.,"CAMPAIGN CONTRIBUTION LIMITATIONS. ELECTIVE STATE OFFICES. INITIATIVE STATUTE. Limits contributors and contributions to elective state office candidates. Limits contributions to individuals, political action committees, parties. Individuals' yearly contributions limited to $1,000 per candidate, $250 per party or political action committee, with $10,000 maximum to all candidates, political action committees and parties. Parties and political action committees' yearly contributions limited to $1,000 per candidate. Allows candidate expenditures only from designated account for legitimate campaign expenditures. Regulates independent expenditures, loans, and surplus contributions. Candidates may expend personal funds without limit. Provides limited public funding for candidates to match opposition candidates' personal expenditures. Summary of Legislative Analyst's estimate of net state and local government fiscal impact: It is estimated that this measure would reduce State General Fund revenues by approximately $100,000 each fiscal year, and increase State General Fund expenditures by approximately up to $1,650,000 each fiscal year.",,,64.46,35.54,0.0,,,,0,"campaign contribution limitations. elective state offices. campaign contribution limitations. elective state offices. initiative statute. limits contributors and contributions to elective state office candidates. limits contributions to individuals, political action committees, parties. individuals' yearly contributions limited to $1,000 per candidate, $250 per party or political action committee, with $10,000 maximum to all candidates, political action committees and parties. parties and political action committees' yearly contributions limited to $1,000 per candidate. allows candidate expenditures only from designated account for legitimate campaign expenditures. regulates independent expenditures, loans, and surplus contributions. candidates may expend personal funds without limit. provides limited public funding for candidates to match opposition candidates' personal expenditures. summary of legislative analyst's estimate of net state and local government fiscal impact: it is estimated that this measure would reduce state general fund revenues by approximately $100,000 each fiscal year, and increase state general fund expenditures by approximately up to $1,650,000 each fiscal year.",1984_Prop_40,Governance,Government Operations
1984,41,Public Aid and Medical Assistance Programs.,"PUBLIC AID AND MEDICAL ASSISTANCE PROGRAMS. INITIATIVE STATUTE. Establishes Public Assistance Commission to annually survey and report on state per capita expenditures and state and county administrative costs of public aid and medical assistance programs in California and the other states. Limits expenditures for benefits under each program to the national average expenditure, excluding California, plus 10%. Permits increase in any program expenditure upon majority vote of Legislature so long as total of expenditures do not exceed limit. Defines programs included: exempts specified programs. Provides for amendment by two-thirds vote of Legislature after specified public notice. Makes other provisions. Summary of Legislative Analyst's estimate of net state and local government fiscal impact: :\et effect would be to reduce combined state and county expenditures, beginning July 1, 1986. It is impossible at this time to determine the size of the reduction and the impact at different levels of government. While the measure would reduce expenditures under specified public assistance programs by substantial amounts, these reductions would be partially offset to an unknown extent by (1) increased costs under programs that are not subject to the measure's limitations and (2) reduced tax revenues resulting from the reduction in federal expenditures within the state. On balance, it is likely that state expenditures would be reduced and county expenditures would be increased.",,,61.68,38.32,0.0,,,,0,"public aid and medical assistance programs. public aid and medical assistance programs. initiative statute. establishes public assistance commission to annually survey and report on state per capita expenditures and state and county administrative costs of public aid and medical assistance programs in california and the other states. limits expenditures for benefits under each program to the national average expenditure, excluding california, plus 10%. permits increase in any program expenditure upon majority vote of legislature so long as total of expenditures do not exceed limit. defines programs included: exempts specified programs. provides for amendment by two-thirds vote of legislature after specified public notice. makes other provisions. summary of legislative analyst's estimate of net state and local government fiscal impact: :\et effect would be to reduce combined state and county expenditures, beginning july 1, 1986. it is impossible at this time to determine the size of the reduction and the impact at different levels of government. while the measure would reduce expenditures under specified public assistance programs by substantial amounts, these reductions would be partially offset to an unknown extent by (1) increased costs under programs that are not subject to the measure's limitations and (2) reduced tax revenues resulting from the reduction in federal expenditures within the state. on balance, it is likely that state expenditures would be reduced and county expenditures would be increased.",1984_Prop_41,Taxes,State Tax
1984,41,Public Aid and Medical Assistance Programs.,"PUBLIC AID AND MEDICAL ASSISTANCE PROGRAMS. INITIATIVE STATUTE. Establishes Public Assistance Commission to annually survey and report on state per capita expenditures and state and county administrative costs of public aid and medical assistance programs in California and the other states. Limits expenditures for benefits under each program to the national average expenditure, excluding California, plus 10%. Permits increase in any program expenditure upon majority vote of Legislature so long as total of expenditures do not exceed limit. Defines programs included: exempts specified programs. Provides for amendment by two-thirds vote of Legislature after specified public notice. Makes other provisions. Summary of Legislative Analyst's estimate of net state and local government fiscal impact: :\et effect would be to reduce combined state and county expenditures, beginning July 1, 1986. It is impossible at this time to determine the size of the reduction and the impact at different levels of government. While the measure would reduce expenditures under specified public assistance programs by substantial amounts, these reductions would be partially offset to an unknown extent by (1) increased costs under programs that are not subject to the measure's limitations and (2) reduced tax revenues resulting from the reduction in federal expenditures within the state. On balance, it is likely that state expenditures would be reduced and county expenditures would be increased.",,,61.68,38.32,0.0,,,,0,"public aid and medical assistance programs. public aid and medical assistance programs. initiative statute. establishes public assistance commission to annually survey and report on state per capita expenditures and state and county administrative costs of public aid and medical assistance programs in california and the other states. limits expenditures for benefits under each program to the national average expenditure, excluding california, plus 10%. permits increase in any program expenditure upon majority vote of legislature so long as total of expenditures do not exceed limit. defines programs included: exempts specified programs. provides for amendment by two-thirds vote of legislature after specified public notice. makes other provisions. summary of legislative analyst's estimate of net state and local government fiscal impact: :\et effect would be to reduce combined state and county expenditures, beginning july 1, 1986. it is impossible at this time to determine the size of the reduction and the impact at different levels of government. while the measure would reduce expenditures under specified public assistance programs by substantial amounts, these reductions would be partially offset to an unknown extent by (1) increased costs under programs that are not subject to the measure's limitations and (2) reduced tax revenues resulting from the reduction in federal expenditures within the state. on balance, it is likely that state expenditures would be reduced and county expenditures would be increased.",1984_Prop_41,Governance,Government Operations
1986,42,Veterans Bond Act of 1986,"This act provides for a bond issue of eight hundred fifty million dollars ($850,000,000) to provide farm and home aid for California veterans.",,,24.39,75.61,1.0,,,,1,"veterans bond act of 1986 this act provides for a bond issue of eight hundred fifty million dollars ($850,000,000) to provide farm and home aid for california veterans.",1986_Prop_42,Bonds,Veterans
1986,43,Community Parklands Act of 1986,"This act provides for a bond issue of one hundred million dollars ($100,000,000) to provide funds for acquiring, developing, improving, rehabilitating, or restoring urgently needed local and regional parks, beaches, recreational areas and facilities, and historical resources.",,,32.69,67.31,1.0,,,,1,"community parklands act of 1986 this act provides for a bond issue of one hundred million dollars ($100,000,000) to provide funds for acquiring, developing, improving, rehabilitating, or restoring urgently needed local and regional parks, beaches, recreational areas and facilities, and historical resources.",1986_Prop_43,Bonds,Environment
1986,44,Water Conservation and Water Quality Bond Law of 1986,"This act provides for a bond issue of one hundred fifty million dollars ($150,000,000) to provide funds for water conservation, groundwater recharge, and drainage water management, and clarifies language in the Clean Water Bond Law of 1984.",,,25.91,74.09,1.0,,,,1,"water conservation and water quality bond law of 1986 this act provides for a bond issue of one hundred fifty million dollars ($150,000,000) to provide funds for water conservation, groundwater recharge, and drainage water management, and clarifies language in the clean water bond law of 1984.",1986_Prop_44,Bonds,Environment
1986,45,Deposit of Public Moneys In Credit Unions. Legislative Constitutional Amendment,The California Constitution currently provides that Legislature may provide for the deposit of public moneys in any bank or savings and loan association in this state. This measure authorizes the Legislature to also provide for the deposit of public moneys in any credit union in this state.,,,34.19,65.81,1.0,,,,1,deposit of public moneys in credit unions. legislative constitutional amendment the california constitution currently provides that legislature may provide for the deposit of public moneys in any bank or savings and loan association in this state. this measure authorizes the legislature to also provide for the deposit of public moneys in any credit union in this state.,1986_Prop_45,Taxes,State Tax
1986,45,Deposit of Public Moneys In Credit Unions. Legislative Constitutional Amendment,The California Constitution currently provides that Legislature may provide for the deposit of public moneys in any bank or savings and loan association in this state. This measure authorizes the Legislature to also provide for the deposit of public moneys in any credit union in this state.,,,34.19,65.81,1.0,,,,1,deposit of public moneys in credit unions. legislative constitutional amendment the california constitution currently provides that legislature may provide for the deposit of public moneys in any bank or savings and loan association in this state. this measure authorizes the legislature to also provide for the deposit of public moneys in any credit union in this state.,1986_Prop_45,Governance,Funding/Finance
1986,46,Property Taxation. Legislative Constitutional Amendment.,"Currently Constitution limits ad valorem property taxes to maximum of 1% of the property's full cash value. An exception to the 1% limit is provided for ad valorem taxes or special assessments to pay interest and redemption charges on indebtedness approved by the voters before July 1, 1978. This measure would provide a further exception to the 1% limit; it would be inapplicable to bonded indebtedness for the acquisition or improvement of real property approved on or after July 1, 1978, by two-thirds of the votes cast by the voters voting on the proposition.",,,40.11,59.89,1.0,,,,1,"property taxation. legislative constitutional amendment. currently constitution limits ad valorem property taxes to maximum of 1% of the property's full cash value. an exception to the 1% limit is provided for ad valorem taxes or special assessments to pay interest and redemption charges on indebtedness approved by the voters before july 1, 1978. this measure would provide a further exception to the 1% limit; it would be inapplicable to bonded indebtedness for the acquisition or improvement of real property approved on or after july 1, 1978, by two-thirds of the votes cast by the voters voting on the proposition.",1986_Prop_46,Taxes,Property
1986,46,Property Taxation. Legislative Constitutional Amendment.,"Currently Constitution limits ad valorem property taxes to maximum of 1% of the property's full cash value. An exception to the 1% limit is provided for ad valorem taxes or special assessments to pay interest and redemption charges on indebtedness approved by the voters before July 1, 1978. This measure would provide a further exception to the 1% limit; it would be inapplicable to bonded indebtedness for the acquisition or improvement of real property approved on or after July 1, 1978, by two-thirds of the votes cast by the voters voting on the proposition.",,,40.11,59.89,1.0,,,,1,"property taxation. legislative constitutional amendment. currently constitution limits ad valorem property taxes to maximum of 1% of the property's full cash value. an exception to the 1% limit is provided for ad valorem taxes or special assessments to pay interest and redemption charges on indebtedness approved by the voters before july 1, 1978. this measure would provide a further exception to the 1% limit; it would be inapplicable to bonded indebtedness for the acquisition or improvement of real property approved on or after july 1, 1978, by two-thirds of the votes cast by the voters voting on the proposition.",1986_Prop_46,Bonds,Governence / Rules
1986,46,Property Taxation. Legislative Constitutional Amendment.,"Currently Constitution limits ad valorem property taxes to maximum of 1% of the property's full cash value. An exception to the 1% limit is provided for ad valorem taxes or special assessments to pay interest and redemption charges on indebtedness approved by the voters before July 1, 1978. This measure would provide a further exception to the 1% limit; it would be inapplicable to bonded indebtedness for the acquisition or improvement of real property approved on or after July 1, 1978, by two-thirds of the votes cast by the voters voting on the proposition.",,,40.11,59.89,1.0,,,,1,"property taxation. legislative constitutional amendment. currently constitution limits ad valorem property taxes to maximum of 1% of the property's full cash value. an exception to the 1% limit is provided for ad valorem taxes or special assessments to pay interest and redemption charges on indebtedness approved by the voters before july 1, 1978. this measure would provide a further exception to the 1% limit; it would be inapplicable to bonded indebtedness for the acquisition or improvement of real property approved on or after july 1, 1978, by two-thirds of the votes cast by the voters voting on the proposition.",1986_Prop_46,Governance,Funding/Finance
1986,47,Allocation of Vehicle License Fee Taxes to Counties and Cities. Legislative Constitutional Amendment.,"At present the state is not required by the Constitution to allocate revenue from taxes imposed pursuant to the Vehicle License Fee Law to local governments. However, specified portions of these revenues are statutorily required to be allocated to counties and cities. This measure would require all revenues from taxes imposed pursuant to the Vehicle License Fee Law to be allocated to counties and cities on and after July 1 following its adoption except fees on trailer coaches and mobilehomes and the costs of collection and refunds.",,,18.19,81.81,1.0,,,,1,"allocation of vehicle license fee taxes to counties and cities. legislative constitutional amendment. at present the state is not required by the constitution to allocate revenue from taxes imposed pursuant to the vehicle license fee law to local governments. however, specified portions of these revenues are statutorily required to be allocated to counties and cities. this measure would require all revenues from taxes imposed pursuant to the vehicle license fee law to be allocated to counties and cities on and after july 1 following its adoption except fees on trailer coaches and mobilehomes and the costs of collection and refunds.",1986_Prop_47,Taxes,Transportation
1986,47,Allocation of Vehicle License Fee Taxes to Counties and Cities. Legislative Constitutional Amendment.,"At present the state is not required by the Constitution to allocate revenue from taxes imposed pursuant to the Vehicle License Fee Law to local governments. However, specified portions of these revenues are statutorily required to be allocated to counties and cities. This measure would require all revenues from taxes imposed pursuant to the Vehicle License Fee Law to be allocated to counties and cities on and after July 1 following its adoption except fees on trailer coaches and mobilehomes and the costs of collection and refunds.",,,18.19,81.81,1.0,,,,1,"allocation of vehicle license fee taxes to counties and cities. legislative constitutional amendment. at present the state is not required by the constitution to allocate revenue from taxes imposed pursuant to the vehicle license fee law to local governments. however, specified portions of these revenues are statutorily required to be allocated to counties and cities. this measure would require all revenues from taxes imposed pursuant to the vehicle license fee law to be allocated to counties and cities on and after july 1 following its adoption except fees on trailer coaches and mobilehomes and the costs of collection and refunds.",1986_Prop_47,Governance,Transportation
1986,48,Legislators' and Judges' Retirement System. Legislative Constitutional Amendment.,"Limits payment of retirement allowances to members of the Legislators' Retirement System or the Judges' Retirement System, or to their beneficiaries or survivors, to higher of (1) the salary received by the person currently serving in the office in which the retired person served or (2) the highest salary received by the retired person while serving in that office. Limitation on retirement allowances applies only to members entering retirement systems for first time on or after January 1, 1987. Authorizes Legislature to define terms used in the measure. Contains other provisions.",,,14.89,85.11,1.0,,,,1,"legislators' and judges' retirement system. legislative constitutional amendment. limits payment of retirement allowances to members of the legislators' retirement system or the judges' retirement system, or to their beneficiaries or survivors, to higher of (1) the salary received by the person currently serving in the office in which the retired person served or (2) the highest salary received by the retired person while serving in that office. limitation on retirement allowances applies only to members entering retirement systems for first time on or after january 1, 1987. authorizes legislature to define terms used in the measure. contains other provisions.",1986_Prop_48,Governance,Government Compensation
1986,49,Nonpartisan offices. Legislative constitutional amendment.,"Existing provisions of California Constitution provide that judicial, school, county, and city offices shall be nonpartisan, but do not prohibit a political party or party central committee from endorsing, supporting, or opposing a candidate for nonpartisan office. This measure would add a provision that no political party or party central committee may endorse, support, or oppose a candidate for such a nonpartisan office.",,,44.05,55.95,1.0,,,,1,"nonpartisan offices. legislative constitutional amendment. existing provisions of california constitution provide that judicial, school, county, and city offices shall be nonpartisan, but do not prohibit a political party or party central committee from endorsing, supporting, or opposing a candidate for nonpartisan office. this measure would add a provision that no political party or party central committee may endorse, support, or oppose a candidate for such a nonpartisan office.",1986_Prop_49,Education,Education
1986,49,Nonpartisan offices. Legislative constitutional amendment.,"Existing provisions of California Constitution provide that judicial, school, county, and city offices shall be nonpartisan, but do not prohibit a political party or party central committee from endorsing, supporting, or opposing a candidate for nonpartisan office. This measure would add a provision that no political party or party central committee may endorse, support, or oppose a candidate for such a nonpartisan office.",,,44.05,55.95,1.0,,,,1,"nonpartisan offices. legislative constitutional amendment. existing provisions of california constitution provide that judicial, school, county, and city offices shall be nonpartisan, but do not prohibit a political party or party central committee from endorsing, supporting, or opposing a candidate for nonpartisan office. this measure would add a provision that no political party or party central committee may endorse, support, or oppose a candidate for such a nonpartisan office.",1986_Prop_49,Governance,Education
