Year,Prop Number,Title,Prop Desc,Opposing $,Supporting $,No Percentage,Yes Percentage,Pass?,opposing_usd,supporting_usd,total_usd,passed,combined_text,prop_id,main_category,topic_type
1998,8,Public Schools. Permanent Class Size Reduction. Parent-Teacher Councils. Teacher Credentialing. Pupil Suspension for Drug Possession. Chief Inspector's Office. Initiative Statute.,"Creates permanent fund for reduction of kindergarten through third-grade class size.
Funding eligibility requires each school establish governing council of parents/teachers. Council consults with principal, makes all curriculum/expenditure decisions for school; principal responsible for personnel decisions.
Pupil performance to be utilized for teacher evaluations.
Teachers must pass subject matter examinations for credential and assignment to teach particular subjects.
Immediate pupil suspension for drug possession.
Creates Office of Chief Inspector of Public Schools to evaluate school quality.",,,63.13,36.87,0.0,,,,0,"public schools. permanent class size reduction. parent-teacher councils. teacher credentialing. pupil suspension for drug possession. chief inspector's office. initiative statute. creates permanent fund for reduction of kindergarten through third-grade class size.
funding eligibility requires each school establish governing council of parents/teachers. council consults with principal, makes all curriculum/expenditure decisions for school; principal responsible for personnel decisions.
pupil performance to be utilized for teacher evaluations.
teachers must pass subject matter examinations for credential and assignment to teach particular subjects.
immediate pupil suspension for drug possession.
creates office of chief inspector of public schools to evaluate school quality.",1998_Prop_8,Governance,Education
1998,9,Electric Utilities. Assessments. Bonds. Initiative Statute.,"Prohibits assessment of utility tax, bond payments or surcharges for payment of costs of nuclear power plants/related assets.
Limits authority of electric companies to recover costs for non-nuclear generation plants.
Prohibits issuance of rate reduction bonds and assessments on customers for payment of bond principal, interest, and related costs.
Provides judicial review of Public Utilities Commission decisions relating to electric restructuring and financing costs by writ of mandate.
May provide up to 20% electricity rate reduction for residential and small commercial customers of investor-owned utilities by January 1, 1999.
Restricts customer information dissemination.",,,73.44,26.56,0.0,,,,0,"electric utilities. assessments. bonds. initiative statute. prohibits assessment of utility tax, bond payments or surcharges for payment of costs of nuclear power plants/related assets.
limits authority of electric companies to recover costs for non-nuclear generation plants.
prohibits issuance of rate reduction bonds and assessments on customers for payment of bond principal, interest, and related costs.
provides judicial review of public utilities commission decisions relating to electric restructuring and financing costs by writ of mandate.
may provide up to 20% electricity rate reduction for residential and small commercial customers of investor-owned utilities by january 1, 1999.
restricts customer information dissemination.",1998_Prop_9,Taxes,Other Taxes
1998,9,Electric Utilities. Assessments. Bonds. Initiative Statute.,"Prohibits assessment of utility tax, bond payments or surcharges for payment of costs of nuclear power plants/related assets.
Limits authority of electric companies to recover costs for non-nuclear generation plants.
Prohibits issuance of rate reduction bonds and assessments on customers for payment of bond principal, interest, and related costs.
Provides judicial review of Public Utilities Commission decisions relating to electric restructuring and financing costs by writ of mandate.
May provide up to 20% electricity rate reduction for residential and small commercial customers of investor-owned utilities by January 1, 1999.
Restricts customer information dissemination.",,,73.44,26.56,0.0,,,,0,"electric utilities. assessments. bonds. initiative statute. prohibits assessment of utility tax, bond payments or surcharges for payment of costs of nuclear power plants/related assets.
limits authority of electric companies to recover costs for non-nuclear generation plants.
prohibits issuance of rate reduction bonds and assessments on customers for payment of bond principal, interest, and related costs.
provides judicial review of public utilities commission decisions relating to electric restructuring and financing costs by writ of mandate.
may provide up to 20% electricity rate reduction for residential and small commercial customers of investor-owned utilities by january 1, 1999.
restricts customer information dissemination.",1998_Prop_9,Bonds,Other Bonds
1998,9,Electric Utilities. Assessments. Bonds. Initiative Statute.,"Prohibits assessment of utility tax, bond payments or surcharges for payment of costs of nuclear power plants/related assets.
Limits authority of electric companies to recover costs for non-nuclear generation plants.
Prohibits issuance of rate reduction bonds and assessments on customers for payment of bond principal, interest, and related costs.
Provides judicial review of Public Utilities Commission decisions relating to electric restructuring and financing costs by writ of mandate.
May provide up to 20% electricity rate reduction for residential and small commercial customers of investor-owned utilities by January 1, 1999.
Restricts customer information dissemination.",,,73.44,26.56,0.0,,,,0,"electric utilities. assessments. bonds. initiative statute. prohibits assessment of utility tax, bond payments or surcharges for payment of costs of nuclear power plants/related assets.
limits authority of electric companies to recover costs for non-nuclear generation plants.
prohibits issuance of rate reduction bonds and assessments on customers for payment of bond principal, interest, and related costs.
provides judicial review of public utilities commission decisions relating to electric restructuring and financing costs by writ of mandate.
may provide up to 20% electricity rate reduction for residential and small commercial customers of investor-owned utilities by january 1, 1999.
restricts customer information dissemination.",1998_Prop_9,Governance,Government Operations
1998,219,Ballot Measures. Application. Legislative Constitutional Amendment.,"Prohibits any statewide initiative, legislative measure, or local ballot measure from excluding or including any county, city or other local jurisdiction from its application based upon voter approval or the casting of a specified percentage of votes for or against the measure within that political subdivision.
Provides that no statewide initiative, legislative measure, or local ballot measure can contain language which enables alternative or cumulative provisions of the measure to become law based upon a specified percentage of votes being cast for or against the measure.",,,32.74,67.26,1.0,,,,1,"ballot measures. application. legislative constitutional amendment. prohibits any statewide initiative, legislative measure, or local ballot measure from excluding or including any county, city or other local jurisdiction from its application based upon voter approval or the casting of a specified percentage of votes for or against the measure within that political subdivision.
provides that no statewide initiative, legislative measure, or local ballot measure can contain language which enables alternative or cumulative provisions of the measure to become law based upon a specified percentage of votes being cast for or against the measure.",1998_Prop_219,Governance,Voting
1998,220,Courts. Superior and Municipal Court Consolidation. Legislative Constitutional Amendment.,"Provides for consolidation of superior court and municipal court in county upon approval by majority of superior court judges and of municipal court judges in that county.
Upon consolidation, the superior court has jurisdiction over all matters now handled by superior and municipal court, municipal court judges become superior court judges, and the municipal court is abolished.
Makes related changes to constitutional provisions regarding municipal courts.
Provides for addition of nonvoting members to Judicial Council and lengthens some members' terms.",,,35.54,64.46,1.0,,,,1,"courts. superior and municipal court consolidation. legislative constitutional amendment. provides for consolidation of superior court and municipal court in county upon approval by majority of superior court judges and of municipal court judges in that county.
upon consolidation, the superior court has jurisdiction over all matters now handled by superior and municipal court, municipal court judges become superior court judges, and the municipal court is abolished.
makes related changes to constitutional provisions regarding municipal courts.
provides for addition of nonvoting members to judicial council and lengthens some members' terms.",1998_Prop_220,Governance,Voting
1998,221,Subordinate Judicial Officers. Discipline. Legislative Constitutional Amendment.,"This measure grants the Commission on Judicial Performance discretionary authority with regard to the oversight and discipline of subordinate judicial officers, subject to California Supreme Court review, according to same standards as judges.
Provides that no person found unfit to serve as subordinate judicial officer after hearing before Commission shall have status required to serve as subordinate judicial officer.
Responsibility of court to initially discipline or dismiss subordinate judicial officer as employee not diminished or eliminated by measure.",,,19.0,81.0,1.0,,,,1,"subordinate judicial officers. discipline. legislative constitutional amendment. this measure grants the commission on judicial performance discretionary authority with regard to the oversight and discipline of subordinate judicial officers, subject to california supreme court review, according to same standards as judges.
provides that no person found unfit to serve as subordinate judicial officer after hearing before commission shall have status required to serve as subordinate judicial officer.
responsibility of court to initially discipline or dismiss subordinate judicial officer as employee not diminished or eliminated by measure.",1998_Prop_221,Governance,Government Operations
1998,222,Murder. Peace Officer Victim. Sentence Credits. Legislative Initiative Amendment.,"Amends Penal Code section 190, which provides that second degree murder of peace officer who defendant knows or should know is performing official duty, is punishable by 25 years to life in prison, to provide that such murder, if committed either intentionally, with intent to commit great bodily injury, or with personal use of a firearm or dangerous or deadly weapon, is punishable by life in prison without parole. Eliminates duplicative provision in Penal Code.
Persons convicted of any murder may not earn credits in prison to reduce the sentence.",,,22.91,77.09,1.0,,,,1,"murder. peace officer victim. sentence credits. legislative initiative amendment. amends penal code section 190, which provides that second degree murder of peace officer who defendant knows or should know is performing official duty, is punishable by 25 years to life in prison, to provide that such murder, if committed either intentionally, with intent to commit great bodily injury, or with personal use of a firearm or dangerous or deadly weapon, is punishable by life in prison without parole. eliminates duplicative provision in penal code.
persons convicted of any murder may not earn credits in prison to reduce the sentence.",1998_Prop_222,Governance,Other Governance
1998,222,Murder. Peace Officer Victim. Sentence Credits. Legislative Initiative Amendment.,"Amends Penal Code section 190, which provides that second degree murder of peace officer who defendant knows or should know is performing official duty, is punishable by 25 years to life in prison, to provide that such murder, if committed either intentionally, with intent to commit great bodily injury, or with personal use of a firearm or dangerous or deadly weapon, is punishable by life in prison without parole. Eliminates duplicative provision in Penal Code.
Persons convicted of any murder may not earn credits in prison to reduce the sentence.",,,22.91,77.09,1.0,,,,1,"murder. peace officer victim. sentence credits. legislative initiative amendment. amends penal code section 190, which provides that second degree murder of peace officer who defendant knows or should know is performing official duty, is punishable by 25 years to life in prison, to provide that such murder, if committed either intentionally, with intent to commit great bodily injury, or with personal use of a firearm or dangerous or deadly weapon, is punishable by life in prison without parole. eliminates duplicative provision in penal code.
persons convicted of any murder may not earn credits in prison to reduce the sentence.",1998_Prop_222,Criminal Justice,Firearm Regulation
1998,223,Schools. Spending Limits on Administration. Initiative Statute.,"Prohibits school districts from spending more than five percent of funds from all sources for costs of general administration, instructional resources supervision, and supervision of instruction, beginning fiscal year 1999-2000.
Requires State Board of Education to fine districts failing to comply.
Requires districts to publish percentage of funds expended on administrative costs annually, report expenditure information to State Board of Education, and undertake performance audits and fiscal efficiency reviews every five years.
Requires districts to develop systems which indicate the intended contribution of each projected expenditure to the achievement of specific performance objectives.",,,54.49,45.51,0.0,,,,0,"schools. spending limits on administration. initiative statute. prohibits school districts from spending more than five percent of funds from all sources for costs of general administration, instructional resources supervision, and supervision of instruction, beginning fiscal year 1999-2000.
requires state board of education to fine districts failing to comply.
requires districts to publish percentage of funds expended on administrative costs annually, report expenditure information to state board of education, and undertake performance audits and fiscal efficiency reviews every five years.
requires districts to develop systems which indicate the intended contribution of each projected expenditure to the achievement of specific performance objectives.",1998_Prop_223,Education,Education
1998,223,Schools. Spending Limits on Administration. Initiative Statute.,"Prohibits school districts from spending more than five percent of funds from all sources for costs of general administration, instructional resources supervision, and supervision of instruction, beginning fiscal year 1999-2000.
Requires State Board of Education to fine districts failing to comply.
Requires districts to publish percentage of funds expended on administrative costs annually, report expenditure information to State Board of Education, and undertake performance audits and fiscal efficiency reviews every five years.
Requires districts to develop systems which indicate the intended contribution of each projected expenditure to the achievement of specific performance objectives.",,,54.49,45.51,0.0,,,,0,"schools. spending limits on administration. initiative statute. prohibits school districts from spending more than five percent of funds from all sources for costs of general administration, instructional resources supervision, and supervision of instruction, beginning fiscal year 1999-2000.
requires state board of education to fine districts failing to comply.
requires districts to publish percentage of funds expended on administrative costs annually, report expenditure information to state board of education, and undertake performance audits and fiscal efficiency reviews every five years.
requires districts to develop systems which indicate the intended contribution of each projected expenditure to the achievement of specific performance objectives.",1998_Prop_223,Governance,Education
1998,225,Limiting Congressional Terms. Proposed U.S. Constitutional Amendment. Initiative Statute.,"Declares that the official position of the People of the State of California is that its elected officials should vote to help enact an amendment to the U.S. Constitution limiting congressional terms.
The proposed constitutional amendment would limit U.S. Senators to two terms and House of Representatives members to three terms.
Requires the California Legislature and state and federal legislators from California to use their powers to pass the amendment.
All candidates for federal or state legislative office who do not provide required support must be identified as non-supporters on ballot.",,,47.07,52.93,1.0,,,,1,"limiting congressional terms. proposed u.s. constitutional amendment. initiative statute. declares that the official position of the people of the state of california is that its elected officials should vote to help enact an amendment to the u.s. constitution limiting congressional terms.
the proposed constitutional amendment would limit u.s. senators to two terms and house of representatives members to three terms.
requires the california legislature and state and federal legislators from california to use their powers to pass the amendment.
all candidates for federal or state legislative office who do not provide required support must be identified as non-supporters on ballot.",1998_Prop_225,Governance,Voting
1998,227,English Language in Public Schools. Initiative Statute.	,"Requires all public school instruction be conducted in English.
Requirement may be waived if parents or guardian show that child already knows English, or has special needs, or would learn English faster through alternate instructional technique.
Provides initial short-term placement, not normally exceeding one year, in intensive sheltered English immersion programs for children not fluent in English.
Appropriates $50 million per year for ten years funding English instruction for individuals pledging to provide personal English tutoring to children in their community.
Permits enforcement suits by parents and guardians.",,,38.72,61.28,1.0,,,,1,"english language in public schools. initiative statute.	 requires all public school instruction be conducted in english.
requirement may be waived if parents or guardian show that child already knows english, or has special needs, or would learn english faster through alternate instructional technique.
provides initial short-term placement, not normally exceeding one year, in intensive sheltered english immersion programs for children not fluent in english.
appropriates $50 million per year for ten years funding english instruction for individuals pledging to provide personal english tutoring to children in their community.
permits enforcement suits by parents and guardians.",1998_Prop_227,Education,Education
2000,32,Veterans' Bond Act of 2000.,"This act provides for a bond issue of five hundred million dollars ($500,000,000) to provide farm and home aid for California veterans.
Appropriates money from state General Fund to pay off bonds, if costs not offset by payments from participating veterans.",,,32.82,67.18,1.0,,,,1,"veterans' bond act of 2000. this act provides for a bond issue of five hundred million dollars ($500,000,000) to provide farm and home aid for california veterans.
appropriates money from state general fund to pay off bonds, if costs not offset by payments from participating veterans.",2000_Prop_32,Bonds,Veterans
2000,33,Legislature. Participation in Public Employees' Retirement System. Legislative Constitutional Amendment.,"Amends Constitution to allow members of the California Legislature the option to participate in the Public Employees’ Retirement System.
Allows any person elected or serving in the Legislature on or after November 1, 1990 to participate in any state retirement plan in which a majority of the employees of the State may participate.
Only the employer’s share of the contribution necessary for participation in such state retirement plans will be paid by the State.
Requires members of the Legislature to continue to participate in the Federal Social Security System.",,,61.05,38.95,0.0,,,,0,"legislature. participation in public employees' retirement system. legislative constitutional amendment. amends constitution to allow members of the california legislature the option to participate in the public employees’ retirement system.
allows any person elected or serving in the legislature on or after november 1, 1990 to participate in any state retirement plan in which a majority of the employees of the state may participate.
only the employer’s share of the contribution necessary for participation in such state retirement plans will be paid by the state.
requires members of the legislature to continue to participate in the federal social security system.",2000_Prop_33,Governance,Other Governance
2000,34,Campaign Contributions and Spending. Limits. Disclosure. Legislative Initiative Amendment.,"Limits individual campaign contributions per election: state legislature, $3,000; statewide elective office, $5,000 (small contributor committees may double these limits); governor, $20,000.
Limits contributions to political parties/political committees for purpose of making contributions for support or defeat of candidates.
Establishes voluntary spending limits, requires ballot pamphlet to list candidates who agree to limit campaign spending.
Expands public disclosure requirements, increases penalties for violations.
Prohibits lobbyists’ contributions to officials they lobby.
Limits campaign fund transfers between candidates, regulates use of surplus campaign funds.
Effective 1/1/01, except statewide elective office effective 11/6/02.",,,39.99,60.01,1.0,,,,1,"campaign contributions and spending. limits. disclosure. legislative initiative amendment. limits individual campaign contributions per election: state legislature, $3,000; statewide elective office, $5,000 (small contributor committees may double these limits); governor, $20,000.
limits contributions to political parties/political committees for purpose of making contributions for support or defeat of candidates.
establishes voluntary spending limits, requires ballot pamphlet to list candidates who agree to limit campaign spending.
expands public disclosure requirements, increases penalties for violations.
prohibits lobbyists’ contributions to officials they lobby.
limits campaign fund transfers between candidates, regulates use of surplus campaign funds.
effective 1/1/01, except statewide elective office effective 11/6/02.",2000_Prop_34,Governance,Government Operations
2000,35,Public Works Projects. Use of Private Contractors for Engineering and Architectural Services. Initiative Constitutional Amendment and Statute.,"Amends constitution to provide that in the design, development and construction of public works projects, state government may choose to contract with private entities for engineering and architectural services without regard to certain existing legal restrictions which apply to the procurement of other services.
Specifies that local governments may also choose to contract with private entities for engineering, architectural services.
Imposes competitive selection process, which permits but does not require competitive bidding, in awarding engineering and architectural contracts.",,,44.84,55.16,1.0,,,,1,"public works projects. use of private contractors for engineering and architectural services. initiative constitutional amendment and statute. amends constitution to provide that in the design, development and construction of public works projects, state government may choose to contract with private entities for engineering and architectural services without regard to certain existing legal restrictions which apply to the procurement of other services.
specifies that local governments may also choose to contract with private entities for engineering, architectural services.
imposes competitive selection process, which permits but does not require competitive bidding, in awarding engineering and architectural contracts.",2000_Prop_35,Governance,Other Governance
2000,36,Drugs. Probation and Treatment Program. Initiative Statute.,"Requires probation and drug treatment program, not incarceration, for conviction of possession, use, transportation for personal use or being under influence of controlled substances and similar parole violations, not including sale or manufacture.
Permits additional probation conditions except incarceration.
Authorizes dismissal of charges when treatment completed, but requires disclosure of arrest and conviction to law enforcement and for candidates, peace officers, licensure, lottery contractors, jury service; prohibits using conviction to deny employment, benefits, or license.
Appropriates treatment funds through 2005-2006; prohibits use of these funds to supplant existing programs or for drug testing.",,,39.14,60.86,1.0,,,,1,"drugs. probation and treatment program. initiative statute. requires probation and drug treatment program, not incarceration, for conviction of possession, use, transportation for personal use or being under influence of controlled substances and similar parole violations, not including sale or manufacture.
permits additional probation conditions except incarceration.
authorizes dismissal of charges when treatment completed, but requires disclosure of arrest and conviction to law enforcement and for candidates, peace officers, licensure, lottery contractors, jury service; prohibits using conviction to deny employment, benefits, or license.
appropriates treatment funds through 2005-2006; prohibits use of these funds to supplant existing programs or for drug testing.",2000_Prop_36,Governance,Transportation
2000,36,Drugs. Probation and Treatment Program. Initiative Statute.,"Requires probation and drug treatment program, not incarceration, for conviction of possession, use, transportation for personal use or being under influence of controlled substances and similar parole violations, not including sale or manufacture.
Permits additional probation conditions except incarceration.
Authorizes dismissal of charges when treatment completed, but requires disclosure of arrest and conviction to law enforcement and for candidates, peace officers, licensure, lottery contractors, jury service; prohibits using conviction to deny employment, benefits, or license.
Appropriates treatment funds through 2005-2006; prohibits use of these funds to supplant existing programs or for drug testing.",,,39.14,60.86,1.0,,,,1,"drugs. probation and treatment program. initiative statute. requires probation and drug treatment program, not incarceration, for conviction of possession, use, transportation for personal use or being under influence of controlled substances and similar parole violations, not including sale or manufacture.
permits additional probation conditions except incarceration.
authorizes dismissal of charges when treatment completed, but requires disclosure of arrest and conviction to law enforcement and for candidates, peace officers, licensure, lottery contractors, jury service; prohibits using conviction to deny employment, benefits, or license.
appropriates treatment funds through 2005-2006; prohibits use of these funds to supplant existing programs or for drug testing.",2000_Prop_36,Criminal Justice,Drug
2000,37,Fees. Vote Requirements. Taxes. Initiative Constitutional Amendment.,"Requires two-thirds vote of State Legislature, or either majority or two-thirds of local electorate, to impose on any activity fees used to pay for monitoring, studying, or mitigating the environmental, societal or economic effects of that activity when the fees impose no regulatory obligation upon the payor.
Redefines such fees as taxes.
Excludes certain real property related fees, assessments and development fees.
Excludes damages, penalties, or expenses recoverable from a specific event.",,,52.06,47.94,0.0,,,,0,"fees. vote requirements. taxes. initiative constitutional amendment. requires two-thirds vote of state legislature, or either majority or two-thirds of local electorate, to impose on any activity fees used to pay for monitoring, studying, or mitigating the environmental, societal or economic effects of that activity when the fees impose no regulatory obligation upon the payor.
redefines such fees as taxes.
excludes certain real property related fees, assessments and development fees.
excludes damages, penalties, or expenses recoverable from a specific event.",2000_Prop_37,Taxes,Property
2000,37,Fees. Vote Requirements. Taxes. Initiative Constitutional Amendment.,"Requires two-thirds vote of State Legislature, or either majority or two-thirds of local electorate, to impose on any activity fees used to pay for monitoring, studying, or mitigating the environmental, societal or economic effects of that activity when the fees impose no regulatory obligation upon the payor.
Redefines such fees as taxes.
Excludes certain real property related fees, assessments and development fees.
Excludes damages, penalties, or expenses recoverable from a specific event.",,,52.06,47.94,0.0,,,,0,"fees. vote requirements. taxes. initiative constitutional amendment. requires two-thirds vote of state legislature, or either majority or two-thirds of local electorate, to impose on any activity fees used to pay for monitoring, studying, or mitigating the environmental, societal or economic effects of that activity when the fees impose no regulatory obligation upon the payor.
redefines such fees as taxes.
excludes certain real property related fees, assessments and development fees.
excludes damages, penalties, or expenses recoverable from a specific event.",2000_Prop_37,Governance,Government Operations
2000,38,School Vouchers. State-Funded Private and Religious Education. Public School Funding. Initiative Constitutional Amendment.,"Authorizes annual state payments of at least $4000 per pupil for private and religious schools phased in over four years.
Restricts state and local authority to require private schools to meet standards, including state academic requirements.
Limits future health, safety, zoning, building restrictions on private schools.
Requires release of composite test scores of voucher pupils.
Permits Legislature to replace current voter-enacted constitutional funding priority for public schools (Proposition 98) with minimum formula based on national per-pupil average, as defined by terms of this measure.",,,70.53,29.47,0.0,,,,0,"school vouchers. state-funded private and religious education. public school funding. initiative constitutional amendment. authorizes annual state payments of at least $4000 per pupil for private and religious schools phased in over four years.
restricts state and local authority to require private schools to meet standards, including state academic requirements.
limits future health, safety, zoning, building restrictions on private schools.
requires release of composite test scores of voucher pupils.
permits legislature to replace current voter-enacted constitutional funding priority for public schools (proposition 98) with minimum formula based on national per-pupil average, as defined by terms of this measure.",2000_Prop_38,Education,Education
2000,38,School Vouchers. State-Funded Private and Religious Education. Public School Funding. Initiative Constitutional Amendment.,"Authorizes annual state payments of at least $4000 per pupil for private and religious schools phased in over four years.
Restricts state and local authority to require private schools to meet standards, including state academic requirements.
Limits future health, safety, zoning, building restrictions on private schools.
Requires release of composite test scores of voucher pupils.
Permits Legislature to replace current voter-enacted constitutional funding priority for public schools (Proposition 98) with minimum formula based on national per-pupil average, as defined by terms of this measure.",,,70.53,29.47,0.0,,,,0,"school vouchers. state-funded private and religious education. public school funding. initiative constitutional amendment. authorizes annual state payments of at least $4000 per pupil for private and religious schools phased in over four years.
restricts state and local authority to require private schools to meet standards, including state academic requirements.
limits future health, safety, zoning, building restrictions on private schools.
requires release of composite test scores of voucher pupils.
permits legislature to replace current voter-enacted constitutional funding priority for public schools (proposition 98) with minimum formula based on national per-pupil average, as defined by terms of this measure.",2000_Prop_38,Governance,Education
2000,39,Ballot measure process; Bond issues; Public education funding; Ballot measure supermajority requirements,"Authorizes bonds for repair, construction or replacement of school facilities, classrooms, if approved by 55% local vote for projects evaluated by schools, community college districts, county education offices for safety, class size, and information technology needs.
Accountability requirements include annual performance and financial audits on use of bond proceeds.
Prohibits use of bond proceeds for salaries or operating expenses.
Requires facilities for public charter schools.
Authorizes property taxes in excess of 1% limit by 55% vote, rather than current two-thirds, as necessary to pay school bonds.",,,46.69,53.31,1.0,,,,1,"ballot measure process; bond issues; public education funding; ballot measure supermajority requirements authorizes bonds for repair, construction or replacement of school facilities, classrooms, if approved by 55% local vote for projects evaluated by schools, community college districts, county education offices for safety, class size, and information technology needs.
accountability requirements include annual performance and financial audits on use of bond proceeds.
prohibits use of bond proceeds for salaries or operating expenses.
requires facilities for public charter schools.
authorizes property taxes in excess of 1% limit by 55% vote, rather than current two-thirds, as necessary to pay school bonds.",2000_Prop_39,Education,Education
2000,39,Ballot measure process; Bond issues; Public education funding; Ballot measure supermajority requirements,"Authorizes bonds for repair, construction or replacement of school facilities, classrooms, if approved by 55% local vote for projects evaluated by schools, community college districts, county education offices for safety, class size, and information technology needs.
Accountability requirements include annual performance and financial audits on use of bond proceeds.
Prohibits use of bond proceeds for salaries or operating expenses.
Requires facilities for public charter schools.
Authorizes property taxes in excess of 1% limit by 55% vote, rather than current two-thirds, as necessary to pay school bonds.",,,46.69,53.31,1.0,,,,1,"ballot measure process; bond issues; public education funding; ballot measure supermajority requirements authorizes bonds for repair, construction or replacement of school facilities, classrooms, if approved by 55% local vote for projects evaluated by schools, community college districts, county education offices for safety, class size, and information technology needs.
accountability requirements include annual performance and financial audits on use of bond proceeds.
prohibits use of bond proceeds for salaries or operating expenses.
requires facilities for public charter schools.
authorizes property taxes in excess of 1% limit by 55% vote, rather than current two-thirds, as necessary to pay school bonds.",2000_Prop_39,Taxes,Property
2000,39,Ballot measure process; Bond issues; Public education funding; Ballot measure supermajority requirements,"Authorizes bonds for repair, construction or replacement of school facilities, classrooms, if approved by 55% local vote for projects evaluated by schools, community college districts, county education offices for safety, class size, and information technology needs.
Accountability requirements include annual performance and financial audits on use of bond proceeds.
Prohibits use of bond proceeds for salaries or operating expenses.
Requires facilities for public charter schools.
Authorizes property taxes in excess of 1% limit by 55% vote, rather than current two-thirds, as necessary to pay school bonds.",,,46.69,53.31,1.0,,,,1,"ballot measure process; bond issues; public education funding; ballot measure supermajority requirements authorizes bonds for repair, construction or replacement of school facilities, classrooms, if approved by 55% local vote for projects evaluated by schools, community college districts, county education offices for safety, class size, and information technology needs.
accountability requirements include annual performance and financial audits on use of bond proceeds.
prohibits use of bond proceeds for salaries or operating expenses.
requires facilities for public charter schools.
authorizes property taxes in excess of 1% limit by 55% vote, rather than current two-thirds, as necessary to pay school bonds.",2000_Prop_39,Bonds,Education
2000,39,Ballot measure process; Bond issues; Public education funding; Ballot measure supermajority requirements,"Authorizes bonds for repair, construction or replacement of school facilities, classrooms, if approved by 55% local vote for projects evaluated by schools, community college districts, county education offices for safety, class size, and information technology needs.
Accountability requirements include annual performance and financial audits on use of bond proceeds.
Prohibits use of bond proceeds for salaries or operating expenses.
Requires facilities for public charter schools.
Authorizes property taxes in excess of 1% limit by 55% vote, rather than current two-thirds, as necessary to pay school bonds.",,,46.69,53.31,1.0,,,,1,"ballot measure process; bond issues; public education funding; ballot measure supermajority requirements authorizes bonds for repair, construction or replacement of school facilities, classrooms, if approved by 55% local vote for projects evaluated by schools, community college districts, county education offices for safety, class size, and information technology needs.
accountability requirements include annual performance and financial audits on use of bond proceeds.
prohibits use of bond proceeds for salaries or operating expenses.
requires facilities for public charter schools.
authorizes property taxes in excess of 1% limit by 55% vote, rather than current two-thirds, as necessary to pay school bonds.",2000_Prop_39,Governance,Education
2000,12,"Safe Neighborhood Parks, Clean Water, Clean Air, and Coastal Protection Bond Act of 2000. (The Villaraigosa-Keeley Act)","Provides for a bond issue of two billion one hundred million dollars ($2,100,000,000) to provide funds to protect land around lakes, rivers, and streams and the coast to improve water quality and ensure clean drinking water; to protect forests and plant trees to improve air quality; to preserve open space and farmland threatened by unplanned development; to protect wildlife habitats; and to repair and improve the safety of state and neighborhood parks.
Appropriates money from state General Fund to pay off bonds.",,,36.89,63.11,1.0,,,,1,"safe neighborhood parks, clean water, clean air, and coastal protection bond act of 2000. (the villaraigosa-keeley act) provides for a bond issue of two billion one hundred million dollars ($2,100,000,000) to provide funds to protect land around lakes, rivers, and streams and the coast to improve water quality and ensure clean drinking water; to protect forests and plant trees to improve air quality; to preserve open space and farmland threatened by unplanned development; to protect wildlife habitats; and to repair and improve the safety of state and neighborhood parks.
appropriates money from state general fund to pay off bonds.",2000_Prop_12,Bonds,Environment
2000,13,"Safe Drinking Water, Clean Water, Watershed Protection, and Flood Protection Bond Act.","This act provides for a bond issue of one billion nine hundred seventy million dollars ($1,970,000,000) to provide funds for a safe drinking water, water quality, flood protection, and water reliability program.
Appropriates money from the General Fund to pay off bonds.",,,35.26,64.74,1.0,,,,1,"safe drinking water, clean water, watershed protection, and flood protection bond act. this act provides for a bond issue of one billion nine hundred seventy million dollars ($1,970,000,000) to provide funds for a safe drinking water, water quality, flood protection, and water reliability program.
appropriates money from the general fund to pay off bonds.",2000_Prop_13,Bonds,Water Infrastructure
2000,14,California Reading and Literacy Improvement and Public Library Construction and Renovation Bond Act of 2000.,"This act provides for a bond issue of three hundred fifty million dollars ($350,000,000) to provide funds for the construction and renovation of public library facilities in order to expand access to reading and literacy programs in California's public education system and to expand access to public library services for all residents of California.
Appropriates money from state General Fund to pay off bonds.",,,41.06,58.94,1.0,,,,1,"california reading and literacy improvement and public library construction and renovation bond act of 2000. this act provides for a bond issue of three hundred fifty million dollars ($350,000,000) to provide funds for the construction and renovation of public library facilities in order to expand access to reading and literacy programs in california's public education system and to expand access to public library services for all residents of california.
appropriates money from state general fund to pay off bonds.",2000_Prop_14,Education,Education
2000,14,California Reading and Literacy Improvement and Public Library Construction and Renovation Bond Act of 2000.,"This act provides for a bond issue of three hundred fifty million dollars ($350,000,000) to provide funds for the construction and renovation of public library facilities in order to expand access to reading and literacy programs in California's public education system and to expand access to public library services for all residents of California.
Appropriates money from state General Fund to pay off bonds.",,,41.06,58.94,1.0,,,,1,"california reading and literacy improvement and public library construction and renovation bond act of 2000. this act provides for a bond issue of three hundred fifty million dollars ($350,000,000) to provide funds for the construction and renovation of public library facilities in order to expand access to reading and literacy programs in california's public education system and to expand access to public library services for all residents of california.
appropriates money from state general fund to pay off bonds.",2000_Prop_14,Bonds,Education
